edad,peso,altura
24.95053655678798,85.47576058226143,1.7306135131196805
35.03347070129998,70.23956344426715,1.7898414548350883
29.67084383650134,61.89022489671599,1.5572263133929114
28.426203859588817,85.29884890097908,1.648516171514113
41.93698779033785,47.934833523436595,1.6804797134742415
24.696046322496187,63.11931107709292,1.5570827207518425
35.62155494988019,64.1662924020369,1.6736001932750475
28.991872509683336,71.54365738840846,1.6510591703712871
23.572417522277718,71.04757600006022,1.772182961422741
26.18142106883645,69.47564533348329,1.6638119227851718
31.807002984484438,57.511699411968486,1.7936290778889572
32.744767408433574,63.39041699259771,1.8976767441523137
27.512702819016877,74.79401468587504,1.4988998303639312
37.61674172279677,81.51514558795554,1.595309459439353
29.070853907247365,82.45004224869956,1.4652782808660758
29.880999728128145,74.11013507763732,1.9062175024633146
30.53635797691938,74.17415039893451,1.7608359122652977
30.59271337946075,74.27720882294116,1.648391028559626
21.159108275798204,66.02607609737476,1.6215251137225757
32.77617375527412,84.43394062235394,1.6192869910054464
28.196841297810607,92.29212904494324,1.7139506504859612
19.12464497229958,54.72446861743801,1.6646697384874367
28.94655090517265,53.13595249990131,1.7313846760129998
30.7003343775122,75.05223704464285,1.7351997230433494
25.884711571296695,73.35533075896149,1.8379045813277421
27.671084472698446,69.34204407298691,1.7164806759994238
32.550125986403444,81.6653254104996,1.7752678245800841
38.02766978173662,84.46910418125505,1.5204968949603026
27.236869471651705,69.48470179880819,1.6056274845571696
31.025069688130266,91.56084506309892,1.5578798297225143
30.75721818591524,86.3308804898027,1.62331619011776
30.57395901473476,94.04220258177205,1.8276917152469352
31.4073881053398,79.70269415303008,1.7985339046861486
31.60142223336524,78.32709100546738,1.7609217947910736
24.53298046247358,85.91957396266447,1.717423371400426
28.862370469624345,63.43585781492594,1.682476481096706
35.604879072504005,86.30967629068058,1.580456995961382
22.14264206171397,84.2583817421263,1.7374759957490673
33.224066377931486,76.558800773212,1.8926619259738908
29.061061416400538,79.52275033903655,1.7072466493343312
25.85189026658659,82.05034704326062,1.6095261114701742
34.09102125494928,55.48124076141416,1.7765670921249181
32.84132463657808,87.94768537738594,1.6783279381622793
28.771425899487454,64.49613235910589,1.8013909478530254
30.42992689262393,60.00020939717337,1.8532386631339857
31.02436514833067,72.34900481054764,1.585559133833136
15.739988339289486,69.58038618104906,1.6228710786318374
27.446436445122757,46.495464670782866,1.5696282295870014
33.022946008921224,84.66226793624041,1.7629232818493779
25.50149295511135,68.19786135703883,1.7576336117417704
34.89695697061718,76.04415864648072,1.654488436443977
34.43238182429858,61.88733710254871,1.5642584752660786
27.24421158074092,85.67638658130205,1.548645677954883
33.504219916077616,73.94540962754945,1.6452662224370693
30.95769543999757,84.78877932539007,1.7027108463027887
32.60886605081828,67.79130188008764,1.773253616534572
21.9211960750712,48.7959078792044,1.7953628408098292
16.45373459578658,77.05802314384282,1.745982410852487
19.93941372328017,76.40941780458499,1.7895435469678704
30.92665798507723,59.158184084473824,1.7788179845866794
23.23856940315736,77.63600640445095,1.5943502182492117
32.76164888343626,60.19255972967365,1.745718563968253
37.624718835879804,61.775262189171684,1.7518805696102848
38.94313288874114,66.79891446546313,1.7285144565475052
33.33134521724402,98.72030316233713,1.854723768275846
30.333451166831978,67.85785172912043,1.6576888055240764
27.20654538885256,66.51215650971699,1.646781269383959
39.858510497661335,78.80900707533607,1.5929519211599008
25.735849290481642,64.38862894582154,1.7624487601325611
34.61406993676303,68.28073829448425,1.62893045177497
25.955464714338973,68.33198897753276,1.6743256710644767
26.89589832663999,75.29745227652583,1.5934620666420254
33.634092658124146,64.50072302057906,1.6404842474434356
25.802916779700364,82.70834785825352,1.5541829480483673
32.38262299882313,75.96042159480244,1.7742303647259248
33.46146687874697,59.86856931426054,1.7548837924907958
27.222558433808107,70.65206261524946,1.6039073249390134
31.8613022277026,69.95316309041615,1.6480549603487262
27.949242535697024,63.08516728878216,1.7866470174074827
33.77285478667251,71.10481093798647,1.5689886045846433
34.049728444549636,55.74567746046767,1.9256377162684255
23.26740765229566,60.083788361212704,1.8871047400235759
27.862276965869302,62.60068737516751,1.715597631344546
32.16454112911576,53.83086935746125,1.7473149852500862
28.390363717928654,72.58595085298086,1.8475096669633797
27.87884108296135,71.82573700121745,1.8588468296394727
30.227278308649655,59.430557158907654,1.8417904452555924
35.02246702092394,75.89983103488706,1.5539747682001324
28.625749379498608,87.65153634917243,1.589378681862576
29.661052696214313,62.03440950025074,1.7277157202375482
35.34915018723849,84.71490645926612,1.640657416232052
26.4770587579279,72.6532222769483,1.749514837761746
30.663853026330607,68.2940575467462,1.6888525136342674
26.08431208926029,86.73331251910582,1.740207660527838
25.39509451203114,70.23007674183899,1.7397114650166974
32.59980208016911,65.5839914719939,1.780274983812483
34.8561370748767,78.58507390709332,1.691380902760855
40.48631059914804,73.01957786014128,1.7694365836057926
27.175499113863594,85.59429007434008,1.47703111767426
26.593205571715057,74.39003821121386,1.5356983073973574
